band,channel,index,macaddr,mode,radio_name,radio_type,spatial_stream,status,tx_power,utilization,ap_ap_deployment_mode,ap_client_count,ap_firmware_version,ap_group_name,ap_ip_address,ap_macaddr,ap_model,ap_name,ap_public_ip_address,ap_last_modified
1,128,0,RADIO_234059d43803,0,Radio 5 GHz,802.11ac,4x4:4,Up,19.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_47af5eed29ff,AP_6a5e7ef4f7ae,315,AP-MED15,158.109.XXX.XXX,1747356292
0,11,1,RADIO_c279da04378d,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,13.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_47af5eed29ff,AP_6a5e7ef4f7ae,315,AP-MED15,158.109.XXX.XXX,1747356292
1,124,0,RADIO_1fd4009e20e9,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_1b5a4f2992c9,AP_976ac226292e,315,AP-MED47,158.109.XXX.XXX,1747356294
0,6,1,RADIO_e1e90fb42ea4,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,17.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_1b5a4f2992c9,AP_976ac226292e,315,AP-MED47,158.109.XXX.XXX,1747356294
1,136,0,RADIO_3b217337d93b,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_2d5d6fe87a5a,AP_6fe937603df5,315,AP-DRET02,158.109.XXX.XXX,1749185757
0,1,1,RADIO_1be22acf954f,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,33.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_2d5d6fe87a5a,AP_6fe937603df5,315,AP-DRET02,158.109.XXX.XXX,1749185757
1,136,0,RADIO_01eef6e5aa40,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,1.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_98f0f5e73939,AP_5d584d52909e,315,AP-DRET03,158.109.XXX.XXX,1749185708
0,11,1,RADIO_8b3e53571b27,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,22.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_98f0f5e73939,AP_5d584d52909e,315,AP-DRET03,158.109.XXX.XXX,1749185708
1,56,0,RADIO_d8f659efe266,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,6.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_4f31ade97910,AP_a9f74c604eea,315,AP-REC10,158.109.XXX.XXX,1747356296
0,1,1,RADIO_fedf782aedf8,0,Radio 2.4 GHz,802.11n,2x2:2,Up,8.0,72.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_4f31ade97910,AP_a9f74c604eea,315,AP-REC10,158.109.XXX.XXX,1747356296
1,52,0,RADIO_837ee99159f5,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,24,10.6.0.3_90581,Bellaterra,IP_39473de85669,AP_09832f2c149d,315,AP-LLET01,158.109.XXX.XXX,1748926682
0,11,1,RADIO_848c792011d5,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,23.0,IAP,24,10.6.0.3_90581,Bellaterra,IP_39473de85669,AP_09832f2c149d,315,AP-LLET01,158.109.XXX.XXX,1748926682
1,116,0,RADIO_8472b8b98b07,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,11,10.6.0.3_90581,Bellaterra,IP_e7f6aca228f2,AP_ea80bf98eec6,315,AP-MED46,158.109.XXX.XXX,1747356290
0,1,1,RADIO_93046e44852d,0,Radio 2.4 GHz,802.11n,2x2:2,Up,8.0,34.0,IAP,11,10.6.0.3_90581,Bellaterra,IP_e7f6aca228f2,AP_ea80bf98eec6,315,AP-MED46,158.109.XXX.XXX,1747356290
1,124,0,RADIO_8989e3664732,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_ad79383ce018,AP_87aa77ddf3e5,315,AP-CCOM13,158.109.XXX.XXX,1749733703
0,11,1,RADIO_15711b221b87,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,31.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_ad79383ce018,AP_87aa77ddf3e5,315,AP-CCOM13,158.109.XXX.XXX,1749733703
1,104,0,RADIO_b9a3fe3f9617,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_f66191fba5e2,AP_a99d3a54f320,315,AP-MED45,158.109.XXX.XXX,1747062671
0,11,1,RADIO_81271da6709f,0,Radio 2.4 GHz,802.11n,2x2:2,Up,8.0,38.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_f66191fba5e2,AP_a99d3a54f320,315,AP-MED45,158.109.XXX.XXX,1747062671
1,64,0,RADIO_4e9820bac859,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_8bb8a71d8c7c,AP_3cb59e8d621c,315,AP-LLET64,158.109.XXX.XXX,1748926682
0,1,1,RADIO_7c44dd3ddd1f,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,12.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_8bb8a71d8c7c,AP_3cb59e8d621c,315,AP-LLET64,158.109.XXX.XXX,1748926682
1,44,0,RADIO_207c2ef2fa70,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_265138bb3bc2,AP_26895706c05b,315,AP-CIEN84,158.109.XXX.XXX,1747356291
0,1,1,RADIO_e347e9a61a59,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,65.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_265138bb3bc2,AP_26895706c05b,315,AP-CIEN84,158.109.XXX.XXX,1747356291
1,52,0,RADIO_cb80006361ba,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,2.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_903edc978bb9,AP_24e0eb2bdf32,315,AP-LLET98,158.109.XXX.XXX,1748926681
0,6,1,RADIO_8f47d22bf5f7,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,15.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_903edc978bb9,AP_24e0eb2bdf32,315,AP-LLET98,158.109.XXX.XXX,1748926681
1,120,0,RADIO_65128089fdb6,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,4.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_b9d664edf4e5,AP_6d32850435bb,315,AP-CIEN10,158.109.XXX.XXX,1747064189
0,11,1,RADIO_3d7f6f3b13b6,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,18.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_b9d664edf4e5,AP_6d32850435bb,315,AP-CIEN10,158.109.XXX.XXX,1747064189
1,48,0,RADIO_05c58335bb18,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,5.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_6c7159d0f4c6,AP_785000e88962,315,AP-CEDU31,158.109.XXX.XXX,1749706940
0,11,1,RADIO_2ec4460a18ce,0,Radio 2.4 GHz,802.11n,2x2:2,Up,8.0,38.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_6c7159d0f4c6,AP_785000e88962,315,AP-CEDU31,158.109.XXX.XXX,1749706940
1,136,0,RADIO_690b1d55a9cb,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_06688b981a1d,AP_41d0604deca8,315,AP-VH16,158.109.XXX.XXX,1749791410
0,6,1,RADIO_7e8a813a9ae8,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,14.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_06688b981a1d,AP_41d0604deca8,315,AP-VH16,158.109.XXX.XXX,1749791410
1,60,0,RADIO_bedb91f90e49,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,10,10.6.0.3_90581,Bellaterra,IP_6a9d3bc5778d,AP_040b55ee54a4,315,AP-MED49,158.109.XXX.XXX,1747356470
0,6,1,RADIO_8d42494d9d33,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,31.0,IAP,10,10.6.0.3_90581,Bellaterra,IP_6a9d3bc5778d,AP_040b55ee54a4,315,AP-MED49,158.109.XXX.XXX,1747356470
1,128,0,RADIO_25075b1c6e65,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,6.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_b0c5c3ffe287,AP_8b6bdb52b0b1,315,AP-LLET44,158.109.XXX.XXX,1749268360
0,1,1,RADIO_b31e81fb984b,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,22.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_b0c5c3ffe287,AP_8b6bdb52b0b1,315,AP-LLET44,158.109.XXX.XXX,1749268360
1,56,0,RADIO_9c3119ab4273,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_0ab4f26db5a5,AP_6ee0c37c99c5,315,AP-LLET46,158.109.XXX.XXX,1748926690
0,6,1,RADIO_d67a30c76d37,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,16.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_0ab4f26db5a5,AP_6ee0c37c99c5,315,AP-LLET46,158.109.XXX.XXX,1748926690
1,136,0,RADIO_e6db10e2021b,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,7.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_3727083c6304,AP_c560d0b16926,315,AP-LLET02,158.109.XXX.XXX,1748926686
0,1,1,RADIO_61272af2c5e7,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,51.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_3727083c6304,AP_c560d0b16926,315,AP-LLET02,158.109.XXX.XXX,1748926686
1,64,0,RADIO_7b781d00567b,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,2.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_e699b6c85034,AP_d187fbe40c4f,315,AP-MED11,158.109.XXX.XXX,1747065658
0,6,1,RADIO_aef000d5b4b5,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,13.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_e699b6c85034,AP_d187fbe40c4f,315,AP-MED11,158.109.XXX.XXX,1747065658
1,132,0,RADIO_a7bdc7350e0d,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,3.0,IAP,20,10.6.0.3_90581,Bellaterra,IP_8be16d7f4530,AP_0b3c9c5ec064,315,AP-IBB02,158.109.XXX.XXX,1747715375
0,1,1,RADIO_5b8d1a2dc18d,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,55.0,IAP,20,10.6.0.3_90581,Bellaterra,IP_8be16d7f4530,AP_0b3c9c5ec064,315,AP-IBB02,158.109.XXX.XXX,1747715375
1,132,0,RADIO_1b859d56600c,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_84fc5fe32016,AP_c99b5e388445,315,AP-CCOM18,158.109.XXX.XXX,1749733704
0,1,1,RADIO_0439336bfa10,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,22.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_84fc5fe32016,AP_c99b5e388445,315,AP-CCOM18,158.109.XXX.XXX,1749733704
1,36,0,RADIO_00e9125fdf01,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_621123353f36,AP_19d0722d3391,315,AP-CIEN34,158.109.XXX.XXX,1747085814
0,11,1,RADIO_3909dc88d1fa,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,20.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_621123353f36,AP_19d0722d3391,315,AP-CIEN34,158.109.XXX.XXX,1747085814
1,136,0,RADIO_304143e67ebe,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,7.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_ddbaba9f8919,AP_2c8ff18181b6,315,AP-LLET04,158.109.XXX.XXX,1748926693
0,1,1,RADIO_abee022e6f15,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,8.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_ddbaba9f8919,AP_2c8ff18181b6,315,AP-LLET04,158.109.XXX.XXX,1748926693
1,124,0,RADIO_901b76a49c31,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,3.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_9b11b6875761,AP_6743ce36ef87,315,AP-MED25,158.109.XXX.XXX,1747356294
0,11,1,RADIO_877d3e27e81d,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,18.0,IAP,19,10.6.0.3_90581,Bellaterra,IP_9b11b6875761,AP_6743ce36ef87,315,AP-MED25,158.109.XXX.XXX,1747356294
1,104,0,RADIO_33b3b01bf106,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_03373718897e,AP_e75dc4fe267f,315,AP-LLET43,158.109.XXX.XXX,1748926696
0,11,1,RADIO_c37f68f8cc8e,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,32.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_03373718897e,AP_e75dc4fe267f,315,AP-LLET43,158.109.XXX.XXX,1748926696
1,124,0,RADIO_148337d90ac3,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_02d4c5d663b4,AP_c771194017c8,315,AP-LLET25,158.109.XXX.XXX,1748926693
0,1,1,RADIO_40eac9f14a2c,0,Radio 2.4 GHz,802.11n,2x2:2,Up,9.0,34.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_02d4c5d663b4,AP_c771194017c8,315,AP-LLET25,158.109.XXX.XXX,1748926693
1,124,0,RADIO_d26bbe9b0165,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,3.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_d1c670b3dec1,AP_b36ebd366f61,315,AP-AULAJ05,158.109.XXX.XXX,1748078816
0,6,1,RADIO_b814c554329d,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,23.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_d1c670b3dec1,AP_b36ebd366f61,315,AP-AULAJ05,158.109.XXX.XXX,1748078816
1,128,0,RADIO_3af4937b31ac,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_28d7f85c1839,AP_64aba84d003c,315,AP-CCOM14,158.109.XXX.XXX,1749733700
0,6,1,RADIO_d7dbdcc35f5c,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,19.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_28d7f85c1839,AP_64aba84d003c,315,AP-CCOM14,158.109.XXX.XXX,1749733700
1,108,0,RADIO_a27163cc8cef,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_2f59f5c272fb,AP_d8fb9ff67e1c,315,AP-MED23,158.109.XXX.XXX,1747061924
0,6,1,RADIO_bc6b1fc583cb,0,Radio 2.4 GHz,802.11n,2x2:2,Up,8.0,9.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_2f59f5c272fb,AP_d8fb9ff67e1c,315,AP-MED23,158.109.XXX.XXX,1747061924
1,124,0,RADIO_4ceb6029360f,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,3.0,IAP,21,10.6.0.3_90581,Bellaterra,IP_1a357f252939,AP_9716f991626f,315,AP-CCOM05,158.109.XXX.XXX,1749361390
0,6,1,RADIO_f7a6ce290ff5,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,33.0,IAP,21,10.6.0.3_90581,Bellaterra,IP_1a357f252939,AP_9716f991626f,315,AP-CCOM05,158.109.XXX.XXX,1749361390
1,140,0,RADIO_670f19197093,0,Radio 5 GHz,802.11ac,4x4:4,Up,21.0,5.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_107240fea62c,AP_469ff9fad2a8,315,AP-MED01,158.109.XXX.XXX,1747356293
0,1,1,RADIO_e6057b7736ec,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,23.0,IAP,8,10.6.0.3_90581,Bellaterra,IP_107240fea62c,AP_469ff9fad2a8,315,AP-MED01,158.109.XXX.XXX,1747356293
1,56,0,RADIO_8ad2c4be1db0,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_066db0e1430c,AP_49452cdafb91,315,AP-CCOM30,158.109.XXX.XXX,1747680664
0,1,1,RADIO_f000524648b5,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,17.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_066db0e1430c,AP_49452cdafb91,315,AP-CCOM30,158.109.XXX.XXX,1747680664
1,36,0,RADIO_e44bcb8fa8c4,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_9ddf0c56a6d0,AP_bc62b48c8343,315,AP-CCOM34,158.109.XXX.XXX,1749733701
0,11,1,RADIO_dff6abff9e6a,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,20.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_9ddf0c56a6d0,AP_bc62b48c8343,315,AP-CCOM34,158.109.XXX.XXX,1749733701
1,100,0,RADIO_f8e34dbbcc00,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,20.0,IAP,14,10.6.0.3_90581,Bellaterra,IP_3f8c1db72f39,AP_2bbe74ab176d,315,AP-CIEN96,158.109.XXX.XXX,1748459656
0,11,1,RADIO_1ac21b39376f,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,61.0,IAP,14,10.6.0.3_90581,Bellaterra,IP_3f8c1db72f39,AP_2bbe74ab176d,315,AP-CIEN96,158.109.XXX.XXX,1748459656
1,120,0,RADIO_65aedba804f0,0,Radio 5 GHz,802.11ac,4x4:4,Up,19.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_13c6e4e4db6d,AP_59d760878fe0,315,AP-GTIP11,158.109.XXX.XXX,1749531366
0,1,1,RADIO_68b37c86b9a4,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,14.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_13c6e4e4db6d,AP_59d760878fe0,315,AP-GTIP11,158.109.XXX.XXX,1749531366
1,48,0,RADIO_fdd75667e92e,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_079f7dc0b29a,AP_29dd59df1f3e,315,AP-CIEN07,158.109.XXX.XXX,1747080441
0,11,1,RADIO_eec539322b09,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,20.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_079f7dc0b29a,AP_29dd59df1f3e,315,AP-CIEN07,158.109.XXX.XXX,1747080441
1,36,0,RADIO_464ece6ec3b3,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_88549ad689db,AP_657afcbc1733,315,AP-ENGQUIM03,158.109.XXX.XXX,1747356292
0,1,1,RADIO_8137aa862da8,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,21.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_88549ad689db,AP_657afcbc1733,315,AP-ENGQUIM03,158.109.XXX.XXX,1747356292
1,128,0,RADIO_4cef6bb86875,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_47b297a36685,AP_73f8fe1eafa7,315,AP-CIEN33,158.109.XXX.XXX,1747356290
0,6,1,RADIO_a1855654a43a,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,10.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_47b297a36685,AP_73f8fe1eafa7,315,AP-CIEN33,158.109.XXX.XXX,1747356290
1,60,0,RADIO_72c736881740,0,Radio 5 GHz,802.11ac,4x4:4,Up,19.0,2.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_7301ea9aa896,AP_bc83e1bb4092,315,AP-MED13,158.109.XXX.XXX,1747062423
0,11,1,RADIO_90cb7950ccb9,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,11.0,IAP,6,10.6.0.3_90581,Bellaterra,IP_7301ea9aa896,AP_bc83e1bb4092,315,AP-MED13,158.109.XXX.XXX,1747062423
1,52,0,RADIO_2a6d18390880,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_f0b29fc1f3a9,AP_ca090274a7d6,315,AP-ETSE76,158.109.XXX.XXX,1747906497
0,11,1,RADIO_8c73bed42cc6,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,32.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_f0b29fc1f3a9,AP_ca090274a7d6,315,AP-ETSE76,158.109.XXX.XXX,1747906497
1,104,0,RADIO_52519d17bb95,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,4.0,IAP,13,10.6.0.3_90581,Bellaterra,IP_5e5e259b1488,AP_ac43de06abdd,315,AP-CIVIC03,158.109.XXX.XXX,1748079550
0,1,1,RADIO_bef367c71be5,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,29.0,IAP,13,10.6.0.3_90581,Bellaterra,IP_5e5e259b1488,AP_ac43de06abdd,315,AP-CIVIC03,158.109.XXX.XXX,1748079550
1,60,0,RADIO_d92d7f8d4446,0,Radio 5 GHz,802.11ac,4x4:4,Up,20.0,1.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_bcdc8a9890f8,AP_3ecec8484b40,315,AP-CCOM27,158.109.XXX.XXX,1747356294
0,1,1,RADIO_bc30c1f51b86,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,11.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_bcdc8a9890f8,AP_3ecec8484b40,315,AP-CCOM27,158.109.XXX.XXX,1747356294
1,104,0,RADIO_db0febeabd5e,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_bf74c6c49cc0,AP_287a1cae1131,315,AP-CIEN37,158.109.XXX.XXX,1747356467
0,1,1,RADIO_74820de8e664,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,14.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_bf74c6c49cc0,AP_287a1cae1131,315,AP-CIEN37,158.109.XXX.XXX,1747356467
1,112,0,RADIO_4429c73e4526,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_3f193a96d1dc,AP_4fdedbe5d275,315,AP-MED18,158.109.XXX.XXX,1747062280
0,6,1,RADIO_b6327d553182,0,Radio 2.4 GHz,802.11n,2x2:2,Up,8.0,49.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_3f193a96d1dc,AP_4fdedbe5d275,315,AP-MED18,158.109.XXX.XXX,1747062280
1,52,0,RADIO_3241f533f634,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_01e1325e037e,AP_00b9c754f69a,315,AP-AULAJ03,158.109.XXX.XXX,1748078827
0,11,1,RADIO_01f9f1eb351c,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,31.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_01e1325e037e,AP_00b9c754f69a,315,AP-AULAJ03,158.109.XXX.XXX,1748078827
1,112,0,RADIO_1c6746eb4da9,0,Radio 5 GHz,802.11ac,4x4:4,Up,17.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_654e40223aa8,AP_7d2c31de20f3,315,AP-MED02,158.109.XXX.XXX,1747356296
0,1,1,RADIO_462b6de835d6,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,22.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_654e40223aa8,AP_7d2c31de20f3,315,AP-MED02,158.109.XXX.XXX,1747356296
1,52,0,RADIO_933088eecbfd,0,Radio 5 GHz,802.11ac,4x4:4,Up,16.0,4.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_0ccfed8d513f,AP_65b80272dcdf,315,AP-CEDU01,158.109.XXX.XXX,1749706934
0,1,1,RADIO_3016acc057db,0,Radio 2.4 GHz,802.11n,2x2:2,Up,12.0,20.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_0ccfed8d513f,AP_65b80272dcdf,315,AP-CEDU01,158.109.XXX.XXX,1749706934
1,124,0,RADIO_3781620cef63,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,5.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_4d420e07df51,AP_e29623fd3a6d,315,AP-REC24,158.109.XXX.XXX,1747356295
0,6,1,RADIO_52f48a6e3212,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,23.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_4d420e07df51,AP_e29623fd3a6d,315,AP-REC24,158.109.XXX.XXX,1747356295
1,100,0,RADIO_8cb7f1a69b0d,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,4.0,IAP,14,10.6.0.3_90581,Bellaterra,IP_c7dd5df70e5d,AP_9d20c6175f4d,315,AP-CIVIC07,158.109.XXX.XXX,1748079551
0,1,1,RADIO_9194f8c27266,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,29.0,IAP,14,10.6.0.3_90581,Bellaterra,IP_c7dd5df70e5d,AP_9d20c6175f4d,315,AP-CIVIC07,158.109.XXX.XXX,1748079551
1,136,0,RADIO_dd84ce7fb08b,0,Radio 5 GHz,802.11ac,4x4:4,Up,18.0,1.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_9dc96f718c27,AP_9a2471704c99,315,AP-MED08,158.109.XXX.XXX,1747356294
0,6,1,RADIO_1484de5446f1,0,Radio 2.4 GHz,802.11n,2x2:2,Up,11.0,18.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_9dc96f718c27,AP_9a2471704c99,315,AP-MED08,158.109.XXX.XXX,1747356294
1,124,0,RADIO_9873ce0342ed,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_355c50ca26e0,AP_ec7ffea4d8e3,315,AP-DRET22,158.109.XXX.XXX,1749185760
0,6,1,RADIO_9f29b1683ebb,0,Radio 2.4 GHz,802.11n,2x2:2,Up,10.0,10.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_355c50ca26e0,AP_ec7ffea4d8e3,315,AP-DRET22,158.109.XXX.XXX,1749185760
1,44,0,RADIO_fe3943d33287,0,Radio 5 GHz,802.11ac,4x4:4,Up,15.0,1.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_5867cdbb1c6e,AP_9767347c5394,315,AP-ETSE63,158.109.XXX.XXX,1745928483
